"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2012","594.10","615.60","621.70","570.60","116.23K","-3.49%"
"10/01/2012","615.60","600.80","624.80","580.70","185.29K","2.29%"
"09/01/2012","601.80","641.50","657.50","591.70","60.73K","-6.14%"
"08/01/2012","641.20","633.40","646.70","600.50","56.01K","1.22%"
"07/01/2012","633.50","595.00","648.10","595.00","122.36K","6.70%"
"06/01/2012","593.70","564.80","596.90","553.10","213.07K","4.65%"
"05/01/2012","567.30","637.50","637.50","550.80","139.53K","-11.04%"
"04/01/2012","637.70","612.10","648.00","605.10","191.09K","2.87%"
"03/01/2012","619.90","574.40","621.90","568.00","180.77K","7.72%"
"02/01/2012","575.50","527.20","578.90","526.00","235.06K","9.45%"
"01/01/2012","525.80","525.00","536.10","508.70","154.83K","0.29%"
"12/01/2011","524.30","506.00","526.80","495.80","174.40K","4.28%"
"11/01/2011","502.80","529.50","538.60","498.60","129.22K","-5.04%"
"10/01/2011","529.50","533.30","554.60","519.30","172.50K","-0.99%"
"09/01/2011","534.80","588.40","592.10","533.00","88.34K","-9.37%"
"08/01/2011","590.10","566.60","592.80","542.30","58.63K","4.29%"
"07/01/2011","565.80","553.10","589.50","545.00","110.08K","2.39%"
