"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2012","2.481","2.417","2.838","2.338","1.69M","3.63%"
"04/01/2012","2.394","2.259","2.427","1.982","1.63M","5.98%"
"03/01/2012","2.259","2.677","2.691","2.235","1.48M","-16.64%"
"02/01/2012","2.710","2.610","2.862","2.500","1.81M","2.73%"
"01/01/2012","2.638","2.986","3.153","2.289","2.27M","-12.53%"
"12/01/2011","3.016","3.587","3.711","2.985","1.12M","-15.71%"
"11/01/2011","3.578","4.056","4.075","3.461","1.47M","-11.79%"
"10/01/2011","4.056","3.940","4.095","3.724","1.69M","2.37%"
"09/01/2011","3.962","4.172","4.243","3.742","1.50M","-5.06%"
"08/01/2011","4.173","4.161","4.228","3.822","1.57M","0.38%"
"07/01/2011","4.157","4.382","4.586","4.067","1.13M","-5.37%"
