,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,MOM_vol_adj,Skewness,Volatility,Op_Int,Value_BM
2010-11-12,9.486356654764656,9.501366254873275,9.115008534581031,9.247096061706545,795846800,0.0,0.0,False,1.7189013437538787,,,,
2010-11-15,9.260004490381624,9.322446152152748,9.194260139744904,9.21737575531006,403606000,0.0,0.0,False,0.7016887910157632,,,,
2010-11-16,9.177750321116273,9.23418783029684,8.985621180543971,9.053767204284668,657650000,0.0,0.0,False,-1.8891847234884087,,,,
2010-11-17,9.042058490328158,9.125814521503944,8.938789339210553,9.021044731140137,479449600,0.0,0.0,False,-3.168722022985831,,,,
2010-11-18,9.162135759200115,9.296325894726742,9.146826357604592,9.259100914001465,494491200,0.0,0.0,False,-2.163132020883954,,,,
2010-11-19,9.245294792691448,9.258203336221053,9.163340010582976,9.208069801330566,384843200,0.0,0.0,False,-2.2910402069637574,,,,
2010-11-22,9.206567658934254,9.407102584838867,9.182252014579362,9.407102584838867,393075200,0.0,0.0,False,-1.017339901632176,,,,
2010-11-23,9.31974429913874,9.358771341533194,9.20296618565621,9.268109321594238,519447600,0.0,0.0,False,-1.3954539740706524,,,,
2010-11-24,9.366275993819771,9.46834512396492,9.358771995270445,9.450332641601562,413725200,0.0,0.0,False,-0.5668046571956237,,,,
2010-11-26,9.418510613207763,9.537390582117224,9.39449477366361,9.45633602142334,237585600,0.0,0.0,False,-0.2914419823916465,,,,
2010-11-29,9.471345011839531,9.530784591662522,9.347662524268712,9.512473106384276,445785200,0.0,0.0,False,1.8847428021650248,,,,
2010-11-30,9.412508914888637,9.437125978524454,9.33235535808503,9.340761184692385,501858000,0.0,0.0,False,0.8084697233416352,,,,
2010-12-01,9.464443243865276,9.538893244024573,9.456338026564302,9.498366355895996,461750800,0.0,0.0,False,3.12919191197855,,,,
2010-12-02,9.532289464228464,9.576418852990042,9.453036128183012,9.550902366638184,462837200,0.0,0.0,False,3.812885025961748,0.2718859531416745,0.013959306401236181,,
2010-12-03,9.51667729360178,9.565909808181882,9.496563756032918,9.529585838317873,342092800,0.0,0.0,False,2.127977534242151,0.3166244891292315,0.01368068272354761,,
2010-12-06,9.565610870228848,9.676385641347869,9.559006292846952,9.610941886901855,448481600,0.0,0.0,False,3.245602588140533,0.27677990724774953,0.013665889860468666,,
2010-12-07,9.720513672877193,9.726216422842398,9.549999525020974,9.552700996398926,391454000,0.0,0.0,False,1.2542615684921252,0.3426363269227652,0.013556992430998234,,
2010-12-08,9.595329941005591,9.637058459511438,9.51967991660995,9.636757850646973,321935600,0.0,0.0,False,3.6006560443082862,0.31303695035759255,0.013571624447360452,,
2010-12-09,9.670376933951642,9.681483424618971,9.577013472743229,9.599228858947754,294151200,0.0,0.0,False,1.6135569099638083,0.3275093524064648,0.01359942436242216,,
2010-12-10,9.595930521508176,9.637958847974875,9.564409076252238,9.623249053955078,262511200,0.0,0.0,False,1.8081725808130602,0.36542435088150976,0.013531591605126255,,
2010-12-13,9.73762484257792,9.758338794610884,9.63645674651105,9.656569480895996,439815600,0.0,0.0,False,1.5655263671898643,0.3667440438525361,0.013531314038342056,,
2010-12-14,9.65837197640036,9.68268842570262,9.576416387710596,9.615142822265623,351008000,0.0,0.0,False,4.049008303134954,0.4069181194179444,0.013546112144869941,,
2010-12-15,9.606435477247006,9.696496273284778,9.58211983187536,9.617243766784668,417312000,0.0,0.0,False,2.334558549627481,0.4541904943740345,0.01328715737906068,,
2010-12-16,9.63916143765568,9.68479226913543,9.609442036951569,9.643964767456056,322030800,0.0,0.0,False,1.8792472547167556,0.43290174776563267,0.013258972836188154,,
2010-12-17,9.65536672962833,9.660170056470651,9.613338421381323,9.624746322631836,386929200,0.0,0.0,False,1.9318525564065072,0.454126167433907,0.012844539516856246,,
2010-12-20,9.654469654009914,9.704003581520604,9.553302346694537,9.672781944274902,385610400,0.0,0.0,False,1.3705170923951877,0.4419586658222814,0.012849859336044624,,
2010-12-21,9.69649879701105,9.73822651710497,9.6679802322502,9.73252296447754,256354000,0.0,0.0,False,4.345579644334544,0.4674885677168409,0.012770163609951682,,
2010-12-22,9.737325253100751,9.778152745416198,9.713008802375327,9.761341094970703,265921600,0.0,0.0,False,3.559684700868683,0.4719146019026887,0.012768004956485937,,
2010-12-23,9.756540202871012,9.761042923468802,9.701603324108728,9.71451187133789,223157200,0.0,0.0,False,3.174538462102749,0.5296783257648091,0.012733222386050716,,
2010-12-27,9.691994060003143,9.769745931385158,9.652066795047991,9.746930122375488,249816000,0.0,0.0,False,3.3609615537480417,0.5053223803988494,0.01271406918039666,,
2010-12-28,9.783853490109475,9.8063686861125,9.758337016154544,9.770645141601562,175924000,0.0,0.0,False,3.1315328934163373,0.4982321874806618,0.012535750410370429,,
2010-12-29,9.79316358678519,9.800068773476294,9.75954108325779,9.76524543762207,163139200,0.0,0.0,False,4.689195623297494,0.5066972253116918,0.012540103849128967,,
2010-12-30,9.770949633340052,9.771849856832551,9.69800106874431,9.716313362121582,157494400,0.0,0.0,False,2.6274531132956804,0.5140378627101243,0.012433202000516496,,
2010-12-31,9.694995331274002,9.710905953838909,9.645762022826354,9.683287620544434,193508000,0.0,0.0,False,0.9950851649434949,0.5121340061418166,0.01242586563899696,,
2011-01-03,9.77575214888209,9.914445073712534,9.751736304388864,9.893731117248535,445138400,0.0,0.0,False,3.5963699526203587,0.46203843850339577,0.012496406231691992,,
2011-01-04,9.97988863142842,9.981689879851146,9.851102174886478,9.94536590576172,309080800,0.0,0.0,False,3.6228875167050427,0.279390098160722,0.011709542302362928,,
2011-01-05,9.893131055492828,10.036927121962409,9.891629614244884,10.02672004699707,255519600,0.0,0.0,False,3.826507941275946,0.2493168309874816,0.01173192936682987,,
2011-01-06,10.048334164623364,10.064244791064835,9.993697900698969,10.018614768981934,300428800,0.0,0.0,False,3.2979695605245274,0.25271689551098253,0.011735318709150021,,
2011-01-07,10.026418486195489,10.097265979140396,9.963676209376017,10.090361595153809,311931200,0.0,0.0,False,5.0618363565604545,0.27113744430448133,0.011606534007559476,,
2011-01-10,10.17171781600742,10.303806168777864,10.12188487644113,10.280390739440918,448560000,0.0,0.0,False,6.091097135907569,0.24502136113181702,0.01179185998021572,,
2011-01-11,10.353336068844452,10.355736930999214,10.190927163150116,10.256071090698242,444108000,0.0,0.0,False,5.351695671249559,0.29499894336756916,0.011757940827673908,,
2011-01-12,10.30440479657325,10.339827738952502,10.266879195662218,10.339527130126951,302590400,0.0,0.0,False,6.447102353790766,0.2839122782399155,0.01177513504043858,,
2011-01-13,10.361745555899518,10.406175553319878,10.322419497019082,10.377355575561523,296780400,0.0,0.0,False,8.134198267759121,0.2987585335541791,0.011759381245615848,,
2011-01-14,10.38365485461863,10.461406707763672,10.340125905337455,10.461406707763672,308840000,0.0,0.0,False,10.593569173532353,-0.25192626572352955,0.010683462132212362,,
2011-01-18,9.892225981731812,10.349732498292054,9.786555183151956,10.22634983062744,1880998000,0.0,0.0,False,3.1226378350334345,-0.26354338244016395,0.01104740652264989,,
2011-01-19,10.457505376777592,10.465010977433604,10.113176026592372,10.172015190124512,1135612800,0.0,0.0,False,2.0576595472280936,-0.09843844938008665,0.010489707319011892,,
2011-01-20,10.099667220750732,10.155804918457196,9.9102403677045,9.98709201812744,764789200,0.0,0.0,False,-0.3146519312516349,-0.0939464259592595,0.010775028933300611,,
2011-01-21,10.019814649170227,10.053137342671626,9.805470906302755,9.808173179626465,754401200,0.0,0.0,False,-1.5284054777027851,-0.10729047604177538,0.011027094160465508,,
2011-01-24,9.81267618491097,10.130289077758787,9.808172663483,10.130289077758787,574683200,0.0,0.0,False,0.22572596099951714,0.08731673737726971,0.011692615353418138,,
2011-01-25,10.096665036588815,10.25006771484217,10.043829231053024,10.248866081237791,546868000,0.0,0.0,False,-0.18215546228867596,0.06605727936439548,0.011757215796852082,,
2011-01-26,10.295698193567754,10.374951504652213,10.251869427525406,10.322416305541992,506875600,0.0,0.0,False,0.3812687901897221,0.027719530431904695,0.011764851028116106,,
2011-01-27,10.320315994692985,10.347634526777307,10.291797432017084,10.303204536437988,285026000,0.0,0.0,False,-0.2093786611361079,0.03213424081559918,0.011769712689959548,,
2011-01-28,10.332021335372362,10.338925717676847,10.012607278869114,10.089757919311523,592057200,0.0,0.0,False,-1.5495465769782621,-0.018456092727220368,0.012040801741761536,,
2011-01-31,10.080756278989725,10.20804209776856,10.03572667104021,10.186427116394045,377246800,0.0,0.0,False,-1.4610902442439615,-0.07414655317555091,0.011914792070584233,,
2011-02-01,10.245865751126008,10.376452633827734,10.236259094389805,10.357840538024902,426633200,0.0,0.0,False,0.7376813705126737,-0.07246424719450426,0.012012570066152806,,
2011-02-02,10.340429022068871,10.364444060076432,10.3134103006574,10.336525917053224,258955200,0.0,0.0,False,0.9337271661070129,-0.030048644386659374,0.011869121326180697,,
2011-02-03,10.320915673979831,10.334124827404183,10.163310064290847,10.310108184814451,393797600,0.0,0.0,False,2.0243928751123565,0.017423176971740863,0.011820325231621805,,
2011-02-04,10.316112964181745,10.407975024349824,10.31221066033866,10.401970863342283,321840400,0.0,0.0,False,4.27304025376645,0.016048310819242018,0.011682417439627972,,
2011-02-07,10.443700303066995,10.604607836499808,10.436195501381135,10.563481330871582,485021600,0.0,0.0,False,3.788850122466769,-0.03433035139368573,0.011798029617053389,,
2011-02-08,10.617512197781682,10.672748858968829,10.571581582508122,10.663142204284668,381040800,0.0,0.0,False,3.6279833057582405,-0.049366087204455865,0.011832350021042461,,
2011-02-09,10.662845788996714,10.77722305365502,10.653239932880313,10.752005577087402,482745200,0.0,0.0,False,3.7211587326129933,-0.10556197328833276,0.011793520097118804,,
2011-02-10,10.728887688938098,10.807239964648346,10.446997617103744,10.643329620361328,928550000,0.0,0.0,False,2.7617116283654535,-0.05444749266753838,0.011879890124774986,,
2011-02-11,10.649639668936102,10.74120033903395,10.613314887552846,10.712681770324709,367572800,0.0,0.0,False,7.296424742986075,-0.09624438959802935,0.011868191803407088,,
2011-02-14,10.710876535413044,10.791629683234088,10.708474871368336,10.78262424468994,310416400,0.0,0.0,False,6.9891946882100555,0.030552585959485644,0.011276265143329193,,
2011-02-15,10.782926807388142,10.806343037807912,10.733694285137595,10.804241180419922,284174800,0.0,0.0,False,5.781873275822158,0.010119444355894893,0.011252727193994007,,
2011-02-16,10.831256994140723,10.95433987901373,10.822251555051333,10.901205062866213,481157600,0.0,0.0,False,7.556869974756594,0.00038341950526565215,0.010973990370450824,,
2011-02-17,10.724684924092186,10.815345326937926,10.702769341282892,10.756205558776855,530583200,0.0,0.0,False,4.757868844203829,-0.0057068277099694715,0.011134999581523839,,
2011-02-18,10.768518811293484,10.79223485160501,10.492633565339997,10.523855209350586,816057200,0.0,0.0,False,0.9750421099439252,-0.126759342916058,0.011140737604078401,,
2011-02-22,10.271379891800152,10.36894547300212,10.138391375196544,10.165108680725098,872555600,0.0,0.0,False,-2.470792944287412,-0.4362275530482655,0.012003810459697164,,
2011-02-23,10.169912779495691,10.346129637799752,10.165108650612186,10.285490036010742,671854400,0.0,0.0,False,-2.283322057961061,-0.4881186282768218,0.0118030076475078,,
2011-02-24,10.327522441607732,10.361444751393693,10.157908487806855,10.293298721313477,499900800,0.0,0.0,False,-2.8351892889585995,-0.531823488211456,0.01161862099178052,,
2011-02-25,10.364745433349816,10.459909377281244,10.35093666523348,10.451804161071776,380018800,0.0,0.0,False,-1.1197309082184819,-0.5616983538133667,0.011524568233064542,,
2011-02-28,10.544265221188263,10.658641671292854,10.540662724943004,10.603404998779297,403074000,0.0,0.0,False,-0.6104481546776008,-0.5818837558069745,0.01163649718674013,,
2011-03-01,10.67125034910034,10.678755148757997,10.437393513026016,10.486326217651367,456136800,0.0,0.0,False,-1.6389689096533875,-0.5188031497166117,0.011737336327357573,,
2011-03-02,10.50583824986814,10.637626750778264,10.459006605413265,10.57068157196045,602590800,0.0,0.0,False,-1.2672226166414615,-0.5783296339360348,0.011489920921240517,,
2011-03-03,10.722884803940085,10.800936480146287,10.684758788225896,10.794032096862791,500788400,0.0,0.0,False,-0.5366933290260066,-0.5418915378813124,0.011590675526994903,,
2011-03-04,10.809345356652823,10.815949934608962,10.739698683271932,10.807244300842283,453266800,0.0,0.0,False,0.26675280030620957,-0.5251508224168908,0.011582799396404171,,
2011-03-07,10.84927150064532,10.857377519611791,10.546369163551711,10.667950630187988,546123200,0.0,0.0,False,0.8168228193942338,-0.4953514696705179,0.011723011522758345,,
2011-03-08,10.654441057076518,10.729191667853398,10.574587309663258,10.67995834350586,356316800,0.0,0.0,False,4.501601934992921,-0.47122322986346,0.011692076219669964,,
2011-03-09,10.647831810674631,10.649933667161273,10.525050364971786,10.58118724822998,453306000,0.0,0.0,False,2.438025247524621,-0.4617124291251133,0.01173322369276291,,
2011-03-10,10.48062006147514,10.5001339801504,10.35393550583925,10.407071113586426,507539200,0.0,0.0,False,0.8310918130776132,-0.3988376640847038,0.011916476056687959,,
2011-03-11,10.366850092087144,10.576691174532856,10.35694442583134,10.566783905029297,471080400,0.0,0.0,False,0.8275600876320638,-0.43867220918385913,0.01202747381762745,,
2011-03-14,10.602502771565844,10.701569803829049,10.54636588216876,10.613910675048828,435957200,0.0,0.0,False,0.07906223330083817,-0.4459200058483759,0.012032378582404206,,
2011-03-15,10.26988098959797,10.442196376589289,10.209840991761762,10.369848251342772,721081200,0.0,0.0,False,-0.7832560832915274,-0.4301758253606903,0.012422685993166814,,
2011-03-16,10.266880387750843,10.296900390991174,9.7943633402993,9.906938552856444,1162011200,0.0,0.0,False,-3.253440693216264,-0.8016605810800098,0.013686580336830775,,
2011-03-17,10.111675367762247,10.195131593237392,9.9264514302111,10.045931816101074,659422400,0.0,0.0,False,-3.7908240661623345,-0.817330536356282,0.013791115203793228,,
2011-03-18,10.12068167635108,10.152803536117194,9.90663855239936,9.926752090454102,753214000,0.0,0.0,False,-4.502278720759947,-0.7624872469669582,0.013880095984399963,,
2011-03-21,10.08646023843896,10.199034654718464,10.064544649035716,10.185826301574709,409402000,0.0,0.0,False,-2.1549799395133427,-0.7064614950907513,0.014243411826587178,,
2011-03-22,10.28369003440011,10.285491282340924,10.181020505020756,10.2428617477417,325922800,0.0,0.0,False,-1.9350709430219548,-0.7079284964841132,0.014246368394702094,,
2011-03-23,10.18522424506182,10.213442996805592,10.0852569802769,10.182522773742676,372996400,0.0,0.0,False,-1.7870313041390309,-0.667413266904832,0.014256902861873344,,
2011-03-24,10.262377496177525,10.386961028596383,10.172617295194748,10.356040000915527,404712000,0.0,0.0,False,-0.2283170071937272,-0.6719538080872084,0.014400662856675907,,
2011-03-25,10.449105837570317,10.568886084255428,10.417584382495749,10.55327606201172,448910000,0.0,0.0,False,-0.058625182731410506,-0.6984942359564396,0.01455718317608344,,
2011-03-28,10.601602621852816,10.636726555692514,10.52024745941162,10.52024745941162,309355200,0.0,0.0,False,-0.4053893539415664,-0.6759026126683156,0.0145662457326159,,
2011-03-29,10.436793813518385,10.535860061645508,10.38876213046356,10.535860061645508,352900800,0.0,0.0,False,0.7883900504820303,-0.6728005887084466,0.014565564241482146,,
2011-03-30,10.526255350897014,10.533461146798414,10.430191165399606,10.465914726257324,329406000,0.0,0.0,False,4.39565400472968,-0.6504398300407664,0.01459821348734461,,
2011-03-31,10.397769162446428,10.50103833894072,10.388763721509212,10.462312698364258,274019200,0.0,0.0,False,3.292967316554534,-0.6676229806480617,0.01457798542633467,,
2011-04-01,10.540363585043616,10.554772769313349,10.305905515167266,10.343730926513672,418661600,0.0,0.0,False,3.3569925615744998,-0.6408525116929977,0.014653151114377184,,
2011-04-04,10.336226549308916,10.344932181322084,10.158807211802944,10.242563247680664,460084800,0.0,0.0,False,0.5295411835064138,-0.6125768051925544,0.014476144744449339,,
2011-04-05,10.116479303766049,10.274384722069128,10.086759109110766,10.173517227172852,482731200,0.0,0.0,False,-0.6391951587798516,-0.5724982699491726,0.014493723695910163,,
2011-04-06,10.24346431367067,10.323917660746435,10.120981842443747,10.14799976348877,402539200,0.0,0.0,False,-0.3241953478872537,-0.5423089872793495,0.014464472566622243,,
2011-04-07,10.149800053832264,10.219746514081198,10.087658199994165,10.149200439453123,373447200,0.0,0.0,False,-2.3403650756047503,-0.5455277547470728,0.014463804284154173,,
2011-04-08,10.204437275094357,10.211341658425727,10.025217504308468,10.058539390563965,377535200,0.0,0.0,False,-10.387793898065734,-0.4948032516172154,0.01448294207440556,,
2011-04-11,10.028520097679293,10.076852391512466,9.90724005304887,9.930655479431152,398946800,0.0,0.0,False,-10.983356453385813,-0.44761905704791566,0.01436808995010736,,
2011-04-12,9.92134890147912,10.018614709542849,9.91264326856249,9.97868824005127,425639200,0.0,0.0,False,-9.270338323907279,-0.47015885699882587,0.014381227128408678,,
2011-04-13,10.057339312187423,10.090961809780408,9.982288908254752,10.090662002563477,346220000,0.0,0.0,False,-4.646706453333561,-0.47211459256209665,0.014415731671829657,,
2011-04-14,10.050734096895638,10.086758256429272,9.968479507124034,9.979286193847656,301800800,0.0,0.0,False,-5.80768490611674,-0.4240709780178276,0.014469709628960268,,
2011-04-15,10.00570460082777,10.015911674077572,9.81057418667602,9.830387115478516,453605600,0.0,0.0,False,-5.941129854661994,-0.35980627499971535,0.014539103133608854,,
2011-04-18,9.789560161711336,9.973583274351876,9.611240600803605,9.962175369262695,609898800,0.0,0.0,False,-2.749250183641903,-0.4218296514863964,0.014381702947874529,,
2011-04-19,9.999700437304185,10.14619793933979,9.957971924363278,10.142596244812012,419378400,0.0,0.0,False,-0.25803770436339607,-0.45188266023405343,0.014552126681837385,,
2011-04-20,10.312208325219537,10.379453310029604,10.251868524816327,10.279186248779297,700666400,0.0,0.0,False,1.0343040047312202,-0.5217053138665169,0.014458305768172702,,
2011-04-21,10.657141448083973,10.661044553607422,10.462611438353852,10.52805519104004,753810400,0.0,0.0,False,2.590535398798633,-0.5474650991995782,0.014563780196462414,,
2011-04-25,10.517244289810607,10.61961319141227,10.51604265644934,10.597397804260254,266546000,0.0,0.0,False,3.9078813109167205,-0.7132702294096444,0.014009714733695939,,
2011-04-26,10.61571559698676,10.656842902921442,10.487529548114267,10.519651412963867,338800000,0.0,0.0,False,4.558666703624809,-0.6625712307840631,0.013976296413119467,,
2011-04-27,10.574288427808938,10.577591117846936,10.419985466635604,10.51154613494873,356213200,0.0,0.0,False,4.051854734310375,-0.6399958147320841,0.013951004375250849,,
2011-04-28,10.3926646296904,10.49953548722866,10.372551091484812,10.409476280212402,360959200,0.0,0.0,False,2.29257204548526,-0.6110494904922059,0.014006321449979504,,
2011-04-29,10.4103766737825,10.625620635039631,10.407073984421288,10.510944366455078,1006345200,0.0,0.0,False,4.118121412306938,-0.684266851822451,0.013794721158590924,,
2011-05-02,10.49923528987893,10.52115007554045,10.371950290007725,10.395365715026855,442713600,0.0,0.0,False,4.672594230523615,-0.621020900111943,0.013825668736284302,,
2011-05-03,10.446698009366834,10.503735921216744,10.375549921918113,10.453001976013184,313348000,0.0,0.0,False,4.1063704188204175,-0.6280992370671007,0.01368198950886982,,
2011-05-04,10.454803290524112,10.561975533936018,10.413375391444667,10.49413013458252,389250400,0.0,0.0,False,3.1328873035877516,-0.6485905884930014,0.013686601711152456,,
2011-05-05,10.459008603584255,10.53556045263295,10.3884617170599,10.409476280212402,335969200,0.0,0.0,False,1.1527058747613315,-0.6273678501453674,0.01372292557433041,,
2011-05-06,10.497733634932477,10.507039682270692,10.393263654119444,10.40677261352539,280134400,0.0,0.0,False,-1.535538715148951,-0.6048198251190436,0.01367809955882602,,
2011-05-09,10.442799306566071,10.483027192064196,10.402872831604332,10.4349946975708,204747200,0.0,0.0,False,-2.1430013301527824,-0.6015446090079477,0.01353956466863484,,
2011-05-10,10.47371931571571,10.49773596142527,10.406774919859531,10.490530967712402,282091600,0.0,0.0,False,-0.3883840555418913,-0.5962968398182799,0.01350270232409163,,
2011-05-11,10.477619312454118,10.507038893095032,10.364143100019064,10.423882484436035,336000000,0.0,0.0,False,-1.1290784477397575,-0.551474488616492,0.013480305177863233,,
2011-05-12,10.390564600610071,10.42058460645553,10.27498729753676,10.404072761535645,322000000,0.0,0.0,False,-0.07719801635909282,-0.5821711620011198,0.013424539897931072,,
2011-05-13,10.37675745244624,10.394468530553542,10.217350534865544,10.221853256225586,326116000,0.0,0.0,False,-3.542124790092544,-0.5128978664966657,0.013569178651268016,,
2011-05-16,10.182824419891777,10.243464841760392,9.984690316601784,10.005704879760742,449775200,0.0,0.0,False,-3.9694106041314163,-0.4481386027007658,0.013779257123621281,,
2011-05-17,9.96667948518553,10.090962409973145,9.9285534640823,10.090962409973145,452334400,0.0,0.0,False,-3.530812502428531,-0.46125428605366364,0.013827252048526485,,
2011-05-18,10.100872572526054,10.238364701697458,10.086763189983532,10.202940940856934,334776400,0.0,0.0,False,-2.6086021695876203,-0.46121185353900274,0.013854476198044753,,
2011-05-19,10.26928074928334,10.279187212819808,10.166911821743788,10.222749710083008,261170000,0.0,0.0,False,-1.6998729415561036,-0.5122216578684681,0.013768221432210298,,
2011-05-20,10.19363012056755,10.235358633986827,10.057338887774687,10.063343048095703,337968400,0.0,0.0,False,-2.896966216860255,-0.5101129846915434,0.013641426258220608,,
